CIU;INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;SITOWEB;EMAIL;TELEFONO;FAX;CELLULARE;CONTATTOFACEBOOK;CONTATTOTWITTER;CONTATTOINSTAGRAM;CONTATTOALTROSOCIAL
AFF-002779-5;DOMUS SPAGNA FRATTINA PRESTIGE SUITE;Categoria 1;VIA FRATTINA, 119;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;5,00;1,00;0,00;0,00;0,00;0,00;0,00;WWW.D0MUSSPAGNAPRESTIGESUITE.CO;INFO@DOMUSSPAGNAPRESTIGESUITE.COM;066785871;0669780364;;;;;
AFF-004455-7;VITTORIA GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA ALFREDO CAPPELLINI, 46;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;rashidabdur79@libero.it;3804761370;;;;;;
AFF-004431-1;LA BRECCIA A PORTA PIA GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA CAGLIARI, 11;Municipio II (ex Mun II);Guest House o Affittacamere;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;;eleonora.valdannini@libero.it;3405170669;;;;;;
AFF-004412-9;HOME 77 guest house o affittacamere;Categoria 3;VIA NOMENTANA, 77;Municipio II (ex Mun II);Guest House o Affittacamere;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;athomesrls@legalmail.it;3336050107;;;;;;
AFF-004627-8;GUEST HOUSE O AFFITTACAMERE VATICAN PALACE SUITES;Categoria 2;VIA DEGLI SCIPIONI, 132;Municipio I (ex Mun XVII);Guest House o Affittacamere;1,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;;vaticanpalace@virgilio.it;3384612231;;;;;;
AFF-004620-1;Affittacamere/Guest House o affittacamere Cineroma;Categoria 3;VIA NOMENTANA, 316;Municipio III (ex Mun IV);Guest House o Affittacamere;1,00;5,00;;;0,00;0,00;0,00;0,00;;info@cineroma.it;3296315327;;;;;;
AFF-000363-1;NOVADOMIZIA;Categoria 2;VIA DEI CORONARI, 236;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;info@residenzadomizia.it;066875341;;;;;;
AFF-004224-1;Bed in Bormida Guest House o affittacamere;Categoria 3;VIA BORMIDA, 1;Municipio II (ex Mun II);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;alessandrapalmieri27@gmail.com;3334117117;;;;;;
AFF-004368-1;GUEST HOUSE O AFFITTACAMERE BEAUTIFUL HOLIDAYS;Categoria 3;VIA MILAZZO, 14;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;;beautiful2hotels@gmail.com;0644703927;;;;;;
AFF-003115-8;ARCH ROME SUITES DI GUEST HOUSE O AFFITTACAMERE;Categoria 1;VIA DELL'ARCO DELLA CIAMBELLA, 19;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;1,00;2,00;0,00;0,00;0,00;0,00;;berdini.omar@gmail.com;3209109600;;;;;;
AFF-002117-9;La Perla del Vaticano;Categoria 3;VIA DELLA STAZIONE DI S. PIETRO, 34;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;;LYDKADOMUS@GMAIL.COM;3298061444;;;;;;
AFF-004589-6;GUEST HOUSE O AFFITTACAMERE *GUEST HOUSE CAMPO 24*;Categoria 3;CAMPO DE' FIORI, 24;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;http://www.campo24roma.it;infocampo24@gmail.com;0669276239;;3395857488;;;;
AFF-001091-9;LE STANZE DI ORAZIO;Categoria 2;VIA ORAZIO, 3;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;;SWIFTH@TIN.IT;3470369652;;;;;;
AFF-001934-6;SALANDRA ROMA SUITE guest house o affittacamere;Categoria 2;VIA ANTONIO SALANDRA, 6;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;;proximab.srls@gmail.com;0642014090;;;;;;
AFF-002426-3;Roma Guest House o Affittacamere di Wang Jing;Categoria 2;VIA ANASTASIO II, 139;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;819210371@QQ.COM;3289756566;;;;;;
AFF-004648-2;ROOMCOOKSEA GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PIETRO ERCOLE VISCONTI, 40;Municipio X (ex Mun XIII);Guest House o Affittacamere;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;www.romecooksea;mirkolausi@protonmail.com;3714934349;;3714934349;;;;
AFF-004561-5;GUEST HOUSE O AFFITTACAMERE - PRIMOPIANO SRLS;Categoria 3;VIA COLLINA, 24;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;WWW.RCRELAIS.COM;primopiano2017@gmail.com;0669365907;;3926348828;;;;
AFF-004672-8;ROMA VATICANO GUEST HOUSE O AFFITTACAMERE;Categoria 3;BORGO PIO, 138;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;;ninobelvedere@live.com;3382080496;;;;;;
AFF-004437-7;GUEST HOUSE O AFFITTACAMERE THE ROYALS;Categoria 2;VIA GIOVANNI DE CALVI, 6;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;alessioscacco@pec.it;3293046383;;3293046383;;;;
AFF-004690-8;Piazza di Spagna Prestige Petit GUEST HOUSE o AFFITTACAMERE;Categoria 2;VIA BOCCA DI LEONE, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@piazzadispagnaprestige.com;0669940315;;;;;;
AFF-003825-7;guest house o affittacamere fabbrini bocca di leone fancy suites;Categoria 2;VIA BOCCA DI LEONE, 43;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;simonefabbrini@pec.it;3393261924;;;;;;
AFF-001680-4;ROOMS FOR YOU;Categoria 3;VIA TIBURTINA, 147;Municipio II (ex Mun III);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;emanuele.isola@gmail.com;3493516128;;;;;;
AFF-001720-8;ROME VATICAN INN;Categoria 3;VIA DELLE FOSSE DI CASTELLO, 6;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;cdr243@gmail.com;3899990286;;;;;;
AFF-003763-8;MAGIA A TRILUSSA DELUXE GUEST HOUSE O AFFITTACAMERE;Categoria 1;VICOLO DEL BOLOGNA, 78;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;acamrealestate@gmail.com;3471897320;;;;;;
AFF-003187-8;guest house o affittacamere bdb luxury rooms navona angeli;Categoria 2;VIA DEI GIGLI D'ORO, 6;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;;info@bdbluxuryrooms.com;0668210020;;;;;;
AFF-000928-8;NAVONA LUXURY INN;Categoria 3;VIA DELLA PACE, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;3,00;1,00;0,00;0,00;0,00;0,00;;AMMINISTRAZIONE@TREVIPALACE.COM;06690101;;;;;;
AFF-000673-5;GUEST HOUSE O AFFITTACAMERE VENERE ROME;Categoria 3;VIA MERULANA, 117;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@venererome.com;3206794452;;;;;;
AFF-002653-5;"AFFITTACAMERE ""NAVONA CENTRAL SUITES""";Categoria 2;VIA DELLA SCROFA, 22;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;rocchettisrls@legalmail.it;3495477709;;;;;;
AFF-004009-2;GUEST HOUSE O AFFITTACAMERE SPAGNA DREAM SUITES;Categoria 3;VIA DELLA VITE, 54;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;;info@spagnadreamsuites.com;3468341915;;;;;;
AFF-004013-6;Guest house o affittacamere Dodo Holyday in Rome;Categoria 2;PIAZZA TOMMASO DE CRISTOFORIS, 6;Municipio IV (ex Mun V);Guest House o Affittacamere;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;;geandrei@yahoo.it;0699704973;;3298797977;;;;
AFF-004071-1;GUEST HOUSE O AFFITTACAMERE NICE DREAMS;Categoria 3;VIA NAPOLEONE III, 89;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;;aktar.1977@tiscali.it;3290673316;;3290673316;;;;
AFF-004168-8;Il Giardino Casamari - Guest House o Affittacamere;Categoria 2;VIA CASAMARI, 25;Municipio VIII (ex Mun XI);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;casamaribb@yahoo.it;3283881308;;;;;;
AFF-000831-1;RESIDENZA GENS GIULIA;Categoria 3;VIA FLORIDA, 24;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;1,00;4,00;0,00;0,00;0,00;0,00;0,00;http://www.residenzagensjulia.com/;info@residenzagensjulia.com;0668807010;;3887760476;;;;
AFF-004261-2;CAVOUR SUITES GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA ORAZIO, 3;Municipio I (ex Mun XVII);Guest House o Affittacamere;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;WWW.DOMUSHOTEL.IT;INFO@DOMUSHOTEL.IT;0645421592;;3335363831;;;;
AFF-001469-9;RELAIS SISTINA;Categoria 2;VIA SISTINA, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;EUROSUITES@¨LIBERO.IT;3314078996;;;;;;
AFF-004264-5;White Caesar Guest House o Affittacamere;Categoria 2;VIALE GIULIO CESARE, 47;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;;centerofrome43@hotmail.it;3937078071;;;;;;
AFF-004307-3;Maison Giulivia Guest House o Affittacamere;Categoria 2;VIA GREGORIO VII, 474;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;maisongiulivia@gmail.com;3284222144;;;;;;
AFF-000576-7;affittacamere a casa di serena;Categoria 2;CIRCONVALLAZIONE TRIONFALE, 1;Municipio I (ex Mun XVII);Guest House o Affittacamere;2,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;mopuromasrls@pec.it;3926029452;;;;;;
AFF-004507-5;Guest House o Affittacamere Fabius Maximus;Categoria 3;VIA FABIO MASSIMO, 57;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;fabiusmaximus57@gmail.com;3298656900;;;;;;
AFF-004523-3;Guest House o Affittacamere Locanda del Sole;Categoria 3;VIA DELLA SCROFA, 10;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;https://www.bblocandadelsole.com/;info@bblocandadelsole.com;0664760005;;;https://www.facebook.com/Locanda-del-Sole-Luxury-Suite-Rome-152877368087581/;;;
AFF-001661-3;VATICATION;Categoria 2;VIA DEGLI SCIPIONI, 147;Municipio I (ex Mun XVII);Guest House o Affittacamere;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;;info@vatication.com;3337681453;;;;;;
AFF-002391-4;NAVONA LIVING ROME guest house o affittacamere;Categoria 2;PIAZZA DI TOR SANGUIGNA, 13;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;;ag@sunflowerhotels.it;3476412146;;;;;;
AFF-004306-2;guest house o affittacamere rent room saint peter;Categoria 2;VIA TOMMASO CAMPANELLA, 15/B;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;www.rentroomsaintpeter.it;info@rentroomsaintpeter.it;3493353972;;3493353972;;;;
AFF-000460-8;A&C MUCH MORE guest house o affittacamere;Categoria 3;VIA PALESTRO, 49;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;hoquealamin@pec.it;3892553377;;;;;;
AFF-000337-2;LE CLARISSE RELAIS;Categoria 2;VIA CARDINALE MERRY DEL VAL, 20;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;www.leclarissetrastevere.com;info@leclarissetrastevere.com;0658334437;;3312380211;relais le clarisse a trastevere roma;;relaisleclarisse;
AFF-004594-2;SaFe Mansion Guest House o affittacamere;Categoria 3;VIA DI S. MARIA DELL'ANIMA, 45;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;heragestionialberghiere@legalmail.it;0681157765;;;;;;
AFF-004572-7;'Guest House o Affittacamere' my maison 109;Categoria 3;VIA EMANUELE FILIBERTO, 109;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;PAOLOYING@HOTMAIL.COM;3203098313;;;;;;
AFF-002109-1;GARDENIA SUITE;Categoria 3;CIRCONVALLAZIONE CLODIA, 36;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;www.gardeniasuite.com;info@gardeniasuite.com;3292667984;;3371120110;gardeniasuite;;;
AFF-004618-8;GUEST HOUSE O AFFITTACAMERE HOUSES IN DREAMS;Categoria 3;VIA RAFFAELLO SARDIELLO, 6;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;www.housesindreams.com;info@housesindreams.com;3756035176;;;;;;
AFF-002002-2;ECCE ROMA guest house o affittacamere;Categoria 3;VIA DANIELE MANIN, 69;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;1,00;1,00;0,00;0,00;0,00;0,00;;info@romaterminisuites.com;3892161273;;;;;;
AFF-002322-7;IROOMS CAMPO DEI FIORI;Categoria 3;PIAZZA DEL GESU', 47;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;WWW.IROOMS.IT;INFO@IROOMS.IT;066784519;;;https://www.facebook.com/iRoomsRome/;;https://www.instagram.com/irooms;
AFF-000939-1;MORRISSON;Categoria 2;VIA PALESTRO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-004664-9;roman holidays boutique EXPERIENCE guest house o affittacamere;Categoria 3;VIA CAVOUR, 44;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;holidaysempire@pec.it;3476589831;;;;;;
AFF-000017-6;MORPHEUS  ROOMS guest house o affittacamere;Categoria 2;VIA PALERMO, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;;naciri.yassine@legalmail.it;3338086852;;;;;;
AFF-000286-5;Guest House o Affittacamere Basilio Veneto Rome;Categoria 3;VIA DI S. BASILIO, 55;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;www.basilio55rome.com;info@basilio55rome.com;0659871455;;;;;;
AFF-000176-3;DORICA 2;Categoria 2;PIAZZA DEL VIMINALE, 14;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-001975-2;TRITONE SUITES GUEST HOUSE O AFFITTCAMERE;Categoria 3;VIA FRANCESCO CRISPI, 10;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;da.sandias@gmail,com;3463762640;;;;;;
AFF-003557-9;Muller's Guest House Simpleness and  Richness;Categoria 2;PIAZZA DI S. GIOVANNI IN LATERANO, 60;Municipio I (ex Mun I);Guest House o Affittacamere;3,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;www.mullerguesthouse.com;info@mullerguesthouse.com;067096092;;3884411239;;;;
AFF-004082-3;Guardiola 22 Guest House o Affittacamere;Categoria 2;VICOLO DELLA GUARDIOLA, 22;Municipio I (ex Mun I);Guest House o Affittacamere;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@stistina8.com;3200230057;;;;;;
AFF-004684-2;"Guest House o Affittacamere ""DOMUS SAN GIOVANNI""";Categoria 2;VIA GIOVANNI BATTISTA PIATTI, 25;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@domusbb.it;3337639763;;;;;;
AFF-003751-5;ART SUITE TORRE ARGENTINA - GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DI TORRE ARGENTINA, 44;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;amministrazione@pantheoncollection.com;0668809597;;;;;;
AFF-003016-8;Guest House o Affittacamere Roma nel cuore;Categoria 3;VIA DI S. CROCE IN GERUSALEMME, 107;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@ipatrizi.it;3281518750;;;;;;
AFF-002896-5;GUEST HOUSE O AFFITTACAMERE PATRICK'S INN 2;Categoria 3;VIA PRINCIPE UMBERTO, 37;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@ipatrizi.it;3281518750;;;;;;
AFF-003941-6;Guest House o Affittacamere 2012;Categoria 3;VIA LUIGI ARNALDO VASSALLO, 10;Municipio IV (ex Mun V);Guest House o Affittacamere;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;alessandro.scelsa@gmail.com;3801314265;;3801314265;;;;
AFF-003945-1;SPANISH HILLS COLLECTION GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA LOMBARDIA, 30;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;gianluca.piracci@libero.it;3387904292;;;;;;
AFF-004120-5;RESIDENZA SPADA APARTMENT guest house o affittacamere;Categoria 3;PIAZZA CAPO DI FERRO, 21;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@residenzaspada.it;0668192399;;;;;;
AFF-004506-4;Guest House o Affittacamere GARDEN HOUSE;Categoria 1;VIA GRAN SASSO, 14;Municipio III (ex Mun IV);Guest House o Affittacamere;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;gardenhouse@gmail.com;3356898241;;;;;;
AFF-001686-1;CANOVA TADOLINI LUXURY ROOMS;Categoria 2;VIA DEL BABUINO, 151;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;4,00;1,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;
AFF-004660-5;Guest House o Affittacamere L'Anglo Cortese;Categoria 3;VIALE DELL'OCEANO ATLANTICO, 25;Municipio IX (ex Mun XII);Guest House o Affittacamere;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;;giovannazallo@libero.it;3471558478;;;;;;
AFF-003840-4;Guest House o Affittacamere Zaffiro 2003;Categoria 2;VIA DI COLLE PIZZUTO, 21/A;Municipio VII (ex Mun X);Guest House o Affittacamere;4,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;www.hotelstranamore.com;info@hotelstranamore.com;06720052;;3483832112;;;;
AFF-001962-7;"GUEST HOUSE O AFFITTACAMERE ""MINERVA RELAIS 2""";Categoria 2;VIA DI PIE' DI MARMO, 16;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;www.jbrelaisluxury.com;reservation@jbrelaisluxury.com;066864718;066864718;3484203510;;;;
AFF-003961-8;A CASA DI PENELOPE GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA VARESE, 5;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00;;JEWELIT2008@HOTMAIL.COM;3297004444;;;;;;
AFF-003750-4;"GUEST HOUSE O AFFITTACAMERE ""VIA VENETO RESIDENZA A""";Categoria 2;VIA VITTORIO VENETO, 183;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;VENETO.RESIDENZAA@GMAIL.COM;0645542640;0645542641;;;;;
AFF-001070-6;Casa Carlo;Categoria 3;VIA DEI SERPENTI, 29;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;;info@montihouse.com;064740704;;;;;;
AFF-004281-4;SKY VIEW  GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE AMEDEO, 96;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;;bebbluewhalesas@pec.it;3886529958;;;;;;
AFF-004352-3;GUEST HOUSE O AFFITTACAMERE OTIUM;Categoria 2;VIA DELLE FORNACI, 203;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;;tortosavalerio@gmail.com;3927767798;;;;;;
AFF-000384-4;J Project S.r.l.s.;Categoria 2;VIA CAVOUR, 101;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;www.gulliverslodge.com;Info@gulliverslodge.com;0668135138;;3459709628;Gulliver's Lodge;;;
AFF-004360-2;GUEST HOUSE o AFFITTACAMERE  NAVONA  STAY;Categoria 2;CORSO DEL RINASCIMENTO, 69;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@navonastay.com;0685866351;;;;;;
AFF-004406-3;Pisky's Guest House o Affittacamere;Categoria 2;VIA MATTIA BATTISTINI, 552;Municipio XIV (ex Mun XIX);Guest House o Affittacamere;0,00;4,00;0,00;1,00;0,00;0,00;0,00;0,00;www.romapiskyguesthouse.it;mapibnb@gmail.com;3920048880;;;;;;
AFF-004511-9;Rentroom11 GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA DI S. COSTANZA, 11;Municipio II (ex Mun II);Guest House o Affittacamere;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;patrick@catbalou.it;0668807151;;;;;;
AFF-004524-4;"Guest House o affittacamere ""Croce 74A""";Categoria 2;VIA DELLA CROCE, 74/A;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;0,00;1,00;1,00;2,00;0,00;0,00;;alessandro.colombo@sonder.com;0639388781;;;;;;
AFF-004592-9;ARGENTINA SUITES GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA FLORIDA, 20;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;2,00;1,00;0,00;0,00;0,00;0,00;;tizianaastrologo@hotmail.com;3398708586;;;;;;
AFF-000917-6;GIGLIO GUEST HOUSE;Categoria 3;VIA DEI LUCCHESI, 29;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00;;INFO@GRUPPOTREVI.COM;0679844142;;;;;;
AFF-002837-9;The Sweets;Categoria 3;VIA DEI MILLE, 36;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;;info@the-beehive.com;0644704553;;;;;;
AFF-004661-6;GUEST HOUSE o AFFITTACAMERE Roman Forum Holiday termini;Categoria 3;VIA PRINCIPE UMBERTO, 40;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;;hellaapartmentssrl@gmail.com;3409758274;;3409758274;;;;
AFF-003382-5;Rome visits Guest House o Affittacamere/Guest House o Affittacamere Rome Visits;Categoria 2;VICOLO DI FEBO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;1,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;;NON ANCORA DISPONIBILE;3921046727;;;;;;
AFF-003832-5;VATICAN SUITE 383 GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA AURELIA, 383;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;;luisaquaranta94@gmail.com;3387064845;;;;;;
AFF-002562-4;Good Life Monti;Categoria 1;VIA DEL BOSCHETTO, 62;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;;GOODLIFELUXURYSUITES@GMAIL.COM;063701351;;;;;;
AFF-003045-1;LA MURAGLIA DI SAN PIETRO;Categoria 3;PIAZZA DEL RISORGIMENTO, 14;Municipio I (ex Mun XVII);Guest House o Affittacamere;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;;lamuragliadisanpietro@gmail.com;3275934046;;;;;;
AFF-003870-7;Guest House o Affittacamere Domus Bella Roma;Categoria 2;VIA RUGGERO FIORE, 50;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;www.domusbellaroma.it;affittacamere@domusbellaroma.it;0633253567;0633263085;3738116161;;;;
AFF-003800-9;OHI ACCOMMODATION guest house o affittacamere;Categoria 3;VIA VOLTURNO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;;ohiaccomodationroma@gmail.com;3481046718;;;;;;
AFF-002996-6;Guest house o affittacamere rent rooms Filomena & Francesca;Categoria 3;VIA DELLA GIULIANA, 72;Municipio I (ex Mun XVII);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;info@rentroomsanpietro.it;3493353972;;;;;;
AFF-003969-7;International Rooms Roma GUEST HOUSE O AFFITTACAMERE;Categoria 1;VIA BIXIO, 29;Municipio I (ex Mun I);Guest House o Affittacamere;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;;internationalrooms@libero.it;3711310905;;;;;;
AFF-003566-9;BORGHETTO CAVALLEGGERI GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DEI CAVALLEGGERI, 6;Municipio XIII (ex Mun XVIII);Guest House o Affittacamere;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;;BORGHETTOCAVALLEGGERI@GMAIL.COM;3355689388;;;https://www.facebook.com/Borghetto-cavalleggeri-541311506263906/;;;
